CVEGEO,SEMANA 1,SEMANA 2,SEMANA 3,SEMANA 4,SEMANA 5,SEMANA 6,SEMANA 7,SEMANA 8,SEMANA 9,SEMANA 10,SEMANA 11,SEMANA 12,SEMANA 13,SEMANA 14,SEMANA 15,SEMANA 16,SEMANA 17,SEMANA 18,SEMANA 19,SEMANA 20
10030,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
10031,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
10032,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,4,4,4,4,4
10033,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4
10034,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4
10035,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4
10036,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,4,4,4,4,4
10037,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,4,4,4,4,4
10038,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4
10039,1,1,1,1,1,1,1,2,3,3,3,3,3,4,4,4,4,4,4,4
11001,1,1,1,2,3,3,2,3,3,3,3,4,4,4,4,4,4,4,4,4
11002,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
11003,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
11004,1,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11005,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
11006,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
11007,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
11008,1,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11009,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11010,1,1,1,1,1,1,1,2,3,3,3,3,3,4,4,4,4,4,4,4
11011,1,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4
11012,1,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11013,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4
11014,1,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11015,1,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11016,1,1,1,1,2,3,2,2,3,3,3,3,3,3,4,4,4,4,4,4
11017,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4
11018,1,1,2,2,3,3,2,2,3,3,3,3,3,3,4,4,4,4,4,4
11019,1,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11020,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4
11021,1,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4
11022,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11023,1,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11024,1,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4
11025,1,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11026,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4
11027,1,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4
11028,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4
11029,1,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4
11030,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4
11031,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4
11032,1,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11033,1,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11034,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4
11035,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4
11036,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4
11037,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11038,1,1,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4
11039,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4
11040,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11041,1,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4
11042,1,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4
11043,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
11044,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4
11045,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4
11046,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4
12001,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4
12002,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12003,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
12004,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
12005,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12006,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12007,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12008,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
12009,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
12010,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
12011,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4
12012,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4
12013,1,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
12014,1,1,1,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4
12015,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
12016,1,1,1,1,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
12017,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
12018,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4
12019,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
12020,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
12021,1,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4
12022,1,1,1,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4
12023,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
12024,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4
12025,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4
12026,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
12027,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
12028,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12029,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4
12030,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
12031,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12032,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
12033,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
12034,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12035,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
12036,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
12037,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12038,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
12039,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
12040,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4
12041,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
12042,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4
12043,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12044,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12045,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
12046,1,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
12047,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12048,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
12049,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
12050,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4,4
12051,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12052,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4
12053,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4
12054,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4,4
12055,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
12056,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
12057,1,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
12058,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12059,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12060,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
12061,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4
12062,1,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4
12063,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12064,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4,4
12065,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
12066,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
12067,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12068,1,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
12069,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4
12070,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4
12071,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
12072,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4
12073,1,1,1,1,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4
12074,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4
12075,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
12076,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4,4
12077,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
12078,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
12079,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
12080,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
12081,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4
13001,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
13002,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4
13003,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13004,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13005,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
13006,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4
13007,1,1,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
13008,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4
13009,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
13010,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
13011,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4
13012,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13013,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
13014,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4
13015,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
13016,1,1,1,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
13017,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13018,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4
13019,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4
13020,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
13021,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13022,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13023,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4
13024,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13025,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
13026,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
13027,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13028,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13029,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13030,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4
13031,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4
13032,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4
13033,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
13034,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4
13035,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13036,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
13037,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13038,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
13039,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13040,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4
13041,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4
13042,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
13043,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4
13044,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
13045,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
13046,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
13047,1,1,1,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4
13048,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13049,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4
13050,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4
13051,1,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4
13052,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13053,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
13054,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4
13055,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4
13056,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
13057,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13058,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
13059,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13060,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
13061,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13062,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13063,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13064,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4
13065,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13066,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13067,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13068,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13069,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13070,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
13071,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13072,1,1,1,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4
13073,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
13074,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13075,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13076,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13077,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4
13078,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13079,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
13080,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13081,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
13082,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4
13083,1,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4
13084,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4
14001,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
14002,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4
14003,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4
14004,1,1,1,1,1,1,1,1,2,2,2,2,3,3,4,4,4,4,4,4
14005,1,1,1,1,1,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4
14006,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14007,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14008,1,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4
14009,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4
14010,1,1,1,1,1,1,1,1,1,1,2,3,3,3,4,4,4,4,4,4
14011,1,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4
14012,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4
14013,1,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4
14014,1,1,1,1,1,1,1,2,2,2,2,2,3,3,4,4,4,4,4,4
14015,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4
14016,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4
14017,1,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4
14018,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4
14019,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4
14020,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4
14021,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4
14022,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4
14023,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4
14024,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4
14025,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4
14026,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4
14027,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4
14028,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4
14029,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4
14030,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4
14031,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4
14032,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14033,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4
14034,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4
14035,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
14036,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4
14037,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4
14038,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4
14039,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
14040,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4
14041,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
14042,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4
14043,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,4,4,4,4
14044,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4
14045,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
14046,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14047,1,1,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4
14048,1,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4
14049,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4
14050,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
14051,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4
14052,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4
14053,1,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4
14054,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4
14055,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4
14056,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14057,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14058,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14059,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4
14060,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4
14061,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14062,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4
14063,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
14064,1,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4
14065,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4
14066,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4
14067,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4
14068,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14069,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4
14070,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4
14071,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4
14072,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4
14073,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,4,4
14074,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4
14075,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14076,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4
14077,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14078,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4
14079,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4
14080,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4
14081,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14082,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4
14083,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4
14084,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4
14085,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4
14086,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4
14087,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,4,4,4,4,4
14088,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4
14089,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14090,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4
14091,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4
14092,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,4,4,4,4,4
14093,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4
14094,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4
14095,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4
14096,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4
14097,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4
14098,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4
14099,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4
14100,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4
